1	-1293.97
1	-1159.07
1	-1136.62
1	-1006.75
1	-990.73
1	-968
1	-913.9
1	-771.78
1	-769.91
1	-736.98
1	-721.81
1	-719.96
1	-643.58
1	-636.38
1	-602.78
1	-599.68
1	-596.86
1	-536.49
1	-493.81
1	-475.91
1	-438.41
1	-353.16
1	-340.74
1	-292.07
1	-280.99
1	-230.54
1	-117.17
1	-92.04
1	-63.1
1	-36.57
1	7.83
1	28.78
1	32.65
1	34
1	40.73
1	45
1	65.16
1	67.45
1	75.2
1	80.73
1	96.65
1	99.33
1	106.55
1	134
1	159.18
1	160.77
1	169.95
1	196.83
1	218.33
1	219.77
1	271.45
1	377.37
1	390.84
1	418.04
1	452.52
1	464.17
1	481.8
1	508.77
1	518.32
1	573.84
1	599.39
1	637.34
1	683.61
1	758.51
1	770.84
1	849.71
1	859.24
1	874.99
1	913.93
1	927.33
1	946.71
1	978.01
1	988.03
1	996.83
1	1030.01
1	1057.38
1	1086.43
1	1159.03
1	1180.16
1	1190.81
1	1192.56
1	1206.41
1	1212.65
1	1217.08
1	1221.2
1	1223.08
1	1224.08
1	1226.96
1	1228.56
1	1233.23
1	1242.59
1	1253.03
1	1254.68
1	1282.18
1	1290.88
1	1292
1	1294.55
1	1296.73
1	1329.4
1	1391.53
1	1406.05
1	1414.37
1	1416.1
3	-1197.01
3	-1074.39
3	-960.85
3	-932.77
3	-926.7
3	-876.32
3	-574.66
3	-556.35
3	-529.28
3	-517.96
3	-472.91
3	-442.13
3	-406.16
3	-374.66
3	-367.36
3	-281.06
3	-229.38
3	-227.59
3	-209.99
3	-156.64
3	-141.39
3	-103.87
3	-62.61
3	-31.79
3	-18.59
3	-10.67
3	17.36
3	61.21
3	74.21
3	93.71
3	106.86
3	120.81
3	121.78
3	147.71
3	169.83
3	205.9
3	222
3	232.1
3	256.75
3	257.8
3	263.53
3	290.05
3	292.55
3	369.23
3	384.85
3	387.33
3	430.5
3	463.8
3	522.4
3	537.42
3	575.57
3	595.95
3	645.35
3	646.4
3	676.2
3	690.82
3	691.92
3	707.15
3	729.42
3	738.87
3	743.59
3	751.6
3	810.39
3	824.47
3	846.19
3	855.74
3	876.97
3	896.22
3	938.62
3	942.91
3	950.99
3	962.69
3	988.64
3	994.54
3	1080.61
3	1094.01
3	1115.29
3	1175.26
3	1192.91
3	1215.41
3	1352.51
3	1365.08
3	1366.26
3	1370.56
3	1408.33
3	1412.88
3	1413.85
3	1423.45
3	1449.13
3	1451.5
3	1474.4
3	1486.48
3	1514.63
3	1533.8
3	1562.8
3	1609.88
3	1630.84
3	1661.75
3	1662.93
3	1664.43
3	1667.22
3	1677.8
3	1682.82
3	1685.15
3	1702.52
3	1717.02
3	1729.37
3	1733.6
3	1735.17
3	1736.22
3	1743.35
3	1759.97
3	1796.02
3	1798.67
3	1816.62
3	1823.5
3	1826.57
3	1831.8
3	1842.4
3	1847.15
3	1852.45
3	1864.4
3	1867.55
3	1911.72
3	1912.75
3	1913.77
3	1917.92
4	-1006.18
4	-1000.38
4	-969.6
4	-912.03
4	-899.43
4	-890.48
4	-839.76
4	-836.23
4	-770.94
4	-751.89
4	-735.26
4	-731.13
4	-721.46
4	-675.71
4	-653.11
4	-636.01
4	-619.56
4	-592.14
4	-578.28
4	-562.72
4	-548.24
4	-502.99
4	-475.72
4	-466.16
