1	8	1988	0	24	-2859	0	50	0	1000
2	12	500	742	24	-6	0	50	50	NA
3	12	500	742	24	-6	0	50	50	NA
4	8	742	0	-6	-2859	0	50	0	NA
5	8	1988	0	24	-2859	0	50	0	NA
6	12	500	742	-24	6	0	50	50	NA
7	12	742	1988	24	-6	0	50	50	NA
8	12	742	1988	24	-6	0	50	50	NA
9	12	742	1988	-24	6	0	50	50	1000
10	8	1988	0	24	-2859	1	50	0	1100
11	8	500	0	-6	-2859	1	50	0	1000
12	12	500	742	-24	6	1	50	50	1000
13	8	500	0	-24	-2859	0	50	0	1000
14	8	742	0	-6	-2859	0	50	0	1100
15	8	500	0	-6	-2859	1	50	0	1100
16	8	742	0	24	-2859	1	50	0	1000
17	8	1988	0	6	-2859	1	50	0	1000
18	8	1988	0	6	-2859	1	50	0	1000
19	8	500	0	-6	-2859	1	50	0	1000
20	8	742	0	24	-2859	1	50	0	1100
21	12	500	742	24	-6	0	50	50	1000
22	8	1988	0	24	-2859	1	50	0	1000
23	8	742	0	-6	-2859	0	50	0	1100
24	8	500	0	-24	-2859	1	50	0	1000
25	12	500	742	24	-6	1	50	50	1000
26	8	1988	0	-24	-2859	0	50	0	NA
27	8	742	0	-24	-2859	1	50	0	1100
28	8	500	0	-6	-2859	1	50	0	1000
29	8	500	0	24	-2859	1	50	0	1100
30	8	500	0	6	-2859	1	50	0	1100
31	8	1988	0	-24	-2859	1	50	0	1000
32	12	742	500	24	-6	0	50	50	NA
33	8	500	0	-24	-2859	1	50	0	1100
34	12	1988	742	24	-6	1	50	50	1000
35	8	1988	0	-6	-2859	1	50	0	1000
36	12	1988	742	24	-6	1	50	50	1100
37	8	1988	0	24	-2859	1	50	0	1000
38	12	1988	742	-24	6	0	50	50	1100
39	8	500	0	-6	-2859	1	50	0	1000
40	8	742	0	6	-2859	1	50	0	1000
41	12	1988	742	-24	6	1	50	50	1000
42	12	500	742	-24	6	0	50	50	1100
43	12	742	500	-24	6	0	50	50	NA
44	12	742	500	-24	6	1	50	50	1000
45	8	742	0	-24	-2859	1	50	0	1000
46	12	1988	742	-24	6	0	50	50	1000
47	8	742	0	6	-2859	1	50	0	1100
48	8	742	0	6	-2859	1	50	0	1100
49	8	742	0	24	-2859	1	50	0	1100
50	12	742	1988	24	-6	1	50	50	1000
51	12	1988	742	24	-6	1	50	50	1000
52	8	500	0	6	-2859	1	50	0	1000
53	12	742	1988	-24	6	1	50	50	1000
54	12	500	742	24	-6	1	50	50	1000
55	8	500	0	24	-2859	1	50	0	1000
56	8	500	0	-24	-2859	1	50	0	1100
57	8	742	0	-6	-2859	0	50	0	1100
58	12	742	500	-24	6	0	50	50	1000
59	12	742	500	-24	6	0	50	50	1000
60	8	1988	0	-24	-2859	1	50	0	1000
61	8	1988	0	24	-2859	1	50	0	1000
62	8	742	0	-6	-2859	1	50	0	1000
63	8	1988	0	6	-2859	1	50	0	1100
64	8	500	0	-24	-2859	1	50	0	1000
65	8	500	0	-6	-2859	0	50	0	1100
66	8	500	0	6	-2859	1	50	0	1000
67	8	742	0	24	-2859	1	50	0	1100
68	12	742	1988	-24	6	1	50	50	1000
69	8	742	0	-6	-2859	1	50	0	1000
70	8	742	0	-24	-2859	0	50	0	1000
71	8	1988	0	24	-2859	1	50	0	1100
72	12	742	500	-24	6	1	50	50	1000
73	8	1988	0	6	-2859	1	50	0	1100
74	8	500	0	-6	-2859	0	50	0	NA
75	12	500	742	24	-6	1	50	50	1000
76	8	1988	0	24	-2859	1	50	0	1000
77	8	1988	0	-6	-2859	1	50	0	1100
78	8	1988	0	24	-2859	1	50	0	1000
79	8	1988	0	-24	-2859	1	50	0	1100
80	8	500	0	-6	-2859	1	50	0	1000
81	8	500	0	24	-2859	1	50	0	1100
82	8	500	0	6	-2859	1	50	0	1000
83	8	742	0	24	-2859	1	50	0	1000
84	12	742	1988	24	-6	1	50	50	1100
85	8	742	0	6	-2859	1	50	0	1000
86	12	1988	742	24	-6	1	50	50	1000
87	12	742	500	24	-6	1	50	50	1000
88	12	1988	742	-24	6	0	50	50	1100
89	12	1988	742	24	-6	1	50	50	1000
90	8	742	0	-6	-2859	1	50	0	1000
91	12	500	742	24	-6	1	50	50	1100
92	8	1988	0	24	-2859	1	50	0	1000
93	12	742	1988	-24	6	1	50	50	1100
94	8	742	0	-24	-2859	1	50	0	1000
95	12	500	742	-24	6	0	50	50	1000
96	12	1988	742	-24	6	0	50	50	NA
97	8	742	0	-6	-2859	1	50	0	1000
98	12	742	500	-24	6	1	50	50	1000
99	12	742	1988	-24	6	0	50	50	1000
100	12	1988	742	24	-6	1	50	50	1100
101	8	742	0	24	-2859	1	50	0	1100
102	12	742	1988	-24	6	1	50	50	1000
103	12	1988	742	24	-6	1	50	50	1100
104	8	742	0	-6	-2859	1	50	0	1000
105	8	1988	0	6	-2859	1	50	0	1100
106	8	500	0	-6	-2859	1	50	0	1000
107	12	1988	742	-24	6	1	50	50	1000
108	8	500	0	-24	-2859	1	50	0	1000
109	8	500	0	-6	-2859	1	50	0	1000
110	8	1988	0	-6	-2859	1	50	0	1100
111	8	1988	0	6	-2859	1	50	0	1000
112	8	1988	0	6	-2859	1	50	0	1100
113	8	1988	0	6	-2859	1	50	0	1000
114	8	1988	0	6	-2859	1	50	0	1000
115	12	1988	742	-24	6	0	50	50	1000
116	12	1988	742	-24	6	0	50	50	1100
117	12	1988	742	24	-6	1	50	50	1000
118	8	500	0	24	-2859	0	50	0	NA
119	8	1988	0	24	-2859	1	50	0	1100
120	12	742	500	24	-6	1	50	50	1000
121	8	500	0	-6	-2859	0	50	0	1000
122	8	742	0	-6	-2859	1	50	0	1100
123	12	1988	742	24	-6	1	50	50	1000
124	8	500	0	-24	-2859	1	50	0	1000
125	8	742	0	-24	-2859	1	50	0	1100
126	8	742	0	-24	-2859	1	50	0	1000
127	12	742	500	24	-6	1	50	50	1100
128	12	742	500	24	-6	1	50	50	1000
129	8	742	0	-24	-2859	1	50	0	1000
130	12	742	1988	-24	6	0	50	50	1000
131	12	500	742	24	-6	0	50	50	1100
132	12	1988	742	-24	6	0	50	50	1000
133	12	500	742	-24	6	0	50	50	1000
134	12	742	500	24	-6	1	50	50	1100
135	8	742	0	-24	-2859	1	50	0	1000
136	12	742	1988	-24	6	0	50	50	1000
137	8	500	0	6	-2859	0	50	0	NA
138	12	500	742	-24	6	0	50	50	1100
139	8	1988	0	-24	-2859	1	50	0	1000
140	8	742	0	24	-2859	0	50	0	1000
141	8	500	0	-6	-2859	1	50	0	1100
142	12	742	1988	24	-6	1	50	50	1000
143	8	500	0	-6	-2859	1	50	0	1000
144	12	742	500	24	-6	1	50	50	1000
145	12	742	500	24	-6	1	50	50	1000
146	12	1988	742	24	-6	1	50	50	1000
